State,Year,Quater,District,Users
Arunachal Pradesh,2020,2,longding district,2751
Arunachal Pradesh,2020,2,west siang district,7239
Arunachal Pradesh,2020,2,kamle district,509
Arunachal Pradesh,2020,2,upper siang district,2552
Arunachal Pradesh,2020,2,kurung kumey district,834
Arunachal Pradesh,2020,2,siang district,1831
Arunachal Pradesh,2020,2,kra daadi district,870
Arunachal Pradesh,2020,2,changlang district,14036
Arunachal Pradesh,2020,2,pakke kessang district,438
Arunachal Pradesh,2020,2,east siang district,13601
Arunachal Pradesh,2020,2,upper subansiri district,4465
Arunachal Pradesh,2020,2,tawang district,8993
Arunachal Pradesh,2020,2,namsai district,7426
Arunachal Pradesh,2020,3,lower subansiri district,6456
Arunachal Pradesh,2020,3,tirap district,6119
Arunachal Pradesh,2020,3,papum pare district,69419
Arunachal Pradesh,2020,3,anjaw district,2226
Arunachal Pradesh,2020,3,lower siang district,2983
Arunachal Pradesh,2020,3,dibang valley district,411
Arunachal Pradesh,2020,3,west kameng district,17636
Arunachal Pradesh,2020,3,shi yomi district,337
Arunachal Pradesh,2020,3,east kameng district,3169
Arunachal Pradesh,2020,3,lohit district,11755
Arunachal Pradesh,2020,3,lepa rada district,2304
Arunachal Pradesh,2020,3,lower dibang valley district,6799
Arunachal Pradesh,2020,3,longding district,3277
Arunachal Pradesh,2020,3,west siang district,8623
Arunachal Pradesh,2020,3,kamle district,639
Arunachal Pradesh,2020,3,upper siang district,3011
Arunachal Pradesh,2020,3,kurung kumey district,1025
Arunachal Pradesh,2020,3,siang district,2225
Arunachal Pradesh,2020,3,kra daadi district,1026
Arunachal Pradesh,2020,3,changlang district,16385
Arunachal Pradesh,2020,3,pakke kessang district,508
Arunachal Pradesh,2020,3,east siang district,15921
Arunachal Pradesh,2020,3,upper subansiri district,5295
Arunachal Pradesh,2020,3,tawang district,9944
Arunachal Pradesh,2020,3,namsai district,8553
Arunachal Pradesh,2020,4,lower subansiri district,7388
Arunachal Pradesh,2020,4,tirap district,6805
Arunachal Pradesh,2020,4,papum pare district,77936
Arunachal Pradesh,2020,4,anjaw district,2485
Arunachal Pradesh,2020,4,lower siang district,3320
Arunachal Pradesh,2020,4,dibang valley district,444
Arunachal Pradesh,2020,4,west kameng district,19464
Arunachal Pradesh,2020,4,shi yomi district,370
Arunachal Pradesh,2020,4,east kameng district,3638
Arunachal Pradesh,2020,4,lohit district,13126
Arunachal Pradesh,2020,4,lepa rada district,2735
Arunachal Pradesh,2020,4,lower dibang valley district,7693
Arunachal Pradesh,2020,4,longding district,3753
Arunachal Pradesh,2020,4,west siang district,9911
Arunachal Pradesh,2020,4,kamle district,745
Arunachal Pradesh,2020,4,upper siang district,3497
Arunachal Pradesh,2020,4,kurung kumey district,1173
Arunachal Pradesh,2020,4,siang district,2635
Arunachal Pradesh,2020,4,kra daadi district,1141
Arunachal Pradesh,2020,4,changlang district,18203
Arunachal Pradesh,2020,4,pakke kessang district,593
Arunachal Pradesh,2020,4,east siang district,17822
Arunachal Pradesh,2020,4,upper subansiri district,6069
Arunachal Pradesh,2020,4,tawang district,10909
Arunachal Pradesh,2020,4,namsai district,9437
Arunachal Pradesh,2021,1,lower subansiri district,8044
Arunachal Pradesh,2021,1,tirap district,7376
Arunachal Pradesh,2021,1,papum pare district,84715
Arunachal Pradesh,2021,1,anjaw district,2660
Arunachal Pradesh,2021,1,lower siang district,3594
Arunachal Pradesh,2021,1,dibang valley district,478
Arunachal Pradesh,2021,1,west kameng district,21027
Arunachal Pradesh,2021,1,shi yomi district,390
Arunachal Pradesh,2021,1,east kameng district,3990
Arunachal Pradesh,2021,1,lohit district,14231
Arunachal Pradesh,2021,1,lepa rada district,3008
Arunachal Pradesh,2021,1,lower dibang valley district,8402
Arunachal Pradesh,2021,1,longding district,4117
Arunachal Pradesh,2021,1,west siang district,10836
Arunachal Pradesh,2021,1,kamle district,814
Arunachal Pradesh,2021,1,upper siang district,3847
Arunachal Pradesh,2021,1,kurung kumey district,1287
Arunachal Pradesh,2021,1,siang district,2878
Arunachal Pradesh,2021,1,kra daadi district,1244
Arunachal Pradesh,2021,1,changlang district,19716
Arunachal Pradesh,2021,1,pakke kessang district,647
Arunachal Pradesh,2021,1,east siang district,19342
Arunachal Pradesh,2021,1,upper subansiri district,6577
Arunachal Pradesh,2021,1,tawang district,11778
Arunachal Pradesh,2021,1,namsai district,10242
Arunachal Pradesh,2021,2,lower subansiri district,8685
Arunachal Pradesh,2021,2,tirap district,7955
Arunachal Pradesh,2021,2,papum pare district,90871
Arunachal Pradesh,2021,2,anjaw district,2866
Arunachal Pradesh,2021,2,lower siang district,3872
Arunachal Pradesh,2021,2,dibang valley district,516
Arunachal Pradesh,2021,2,west kameng district,22625
Arunachal Pradesh,2021,2,shi yomi district,430
Arunachal Pradesh,2021,2,east kameng district,4314
Arunachal Pradesh,2021,2,lohit district,15360
Arunachal Pradesh,2021,2,lepa rada district,3249
Arunachal Pradesh,2021,2,lower dibang valley district,9094
Arunachal Pradesh,2021,2,longding district,4456
Arunachal Pradesh,2021,2,west siang district,11657
Arunachal Pradesh,2021,2,kamle district,883
Arunachal Pradesh,2021,2,upper siang district,4145
Arunachal Pradesh,2021,2,kurung kumey district,1398
Arunachal Pradesh,2021,2,siang district,3116
Arunachal Pradesh,2021,2,kra daadi district,1353
Arunachal Pradesh,2021,2,changlang district,21404
Arunachal Pradesh,2021,2,pakke kessang district,702
Arunachal Pradesh,2021,2,east siang district,20817
Arunachal Pradesh,2021,2,upper subansiri district,7057
Arunachal Pradesh,2021,2,tawang district,12636
Arunachal Pradesh,2021,2,namsai district,11111
Arunachal Pradesh,2021,3,lower subansiri district,9451
Arunachal Pradesh,2021,3,tirap district,8665
Arunachal Pradesh,2021,3,papum pare district,97854
Arunachal Pradesh,2021,3,anjaw district,3099
Arunachal Pradesh,2021,3,lower siang district,4229
Arunachal Pradesh,2021,3,dibang valley district,571
Arunachal Pradesh,2021,3,west kameng district,24489
Arunachal Pradesh,2021,3,shi yomi district,473
Arunachal Pradesh,2021,3,east kameng district,4671
Arunachal Pradesh,2021,3,lohit district,16680
Arunachal Pradesh,2021,3,lepa rada district,3527
Arunachal Pradesh,2021,3,lower dibang valley district,9920
Arunachal Pradesh,2021,3,longding district,4890
Arunachal Pradesh,2021,3,west siang district,12616
Arunachal Pradesh,2021,3,kamle district,974
Arunachal Pradesh,2021,3,upper siang district,4506
Arunachal Pradesh,2021,3,kurung kumey district,1509
Arunachal Pradesh,2021,3,siang district,3396
Arunachal Pradesh,2021,3,kra daadi district,1475
Arunachal Pradesh,2021,3,changlang district,23328
Arunachal Pradesh,2021,3,pakke kessang district,770
Arunachal Pradesh,2021,3,east siang district,22538
Arunachal Pradesh,2021,3,upper subansiri district,7652
Arunachal Pradesh,2021,3,tawang district,13650
Arunachal Pradesh,2021,3,namsai district,12140
Arunachal Pradesh,2021,4,lower subansiri district,10187
Arunachal Pradesh,2021,4,tirap district,9331
Arunachal Pradesh,2021,4,papum pare district,104806
Arunachal Pradesh,2021,4,anjaw district,3342
Arunachal Pradesh,2021,4,lower siang district,4550
Arunachal Pradesh,2021,4,dibang valley district,621
Arunachal Pradesh,2021,4,west kameng district,26237
Arunachal Pradesh,2021,4,shi yomi district,498
Arunachal Pradesh,2021,4,east kameng district,5027
Arunachal Pradesh,2021,4,lohit district,17980
Arunachal Pradesh,2021,4,lepa rada district,3810
Arunachal Pradesh,2021,4,lower dibang valley district,10679
Arunachal Pradesh,2021,4,longding district,5345
Arunachal Pradesh,2021,4,west siang district,13555
Arunachal Pradesh,2021,4,kamle district,1069
Arunachal Pradesh,2021,4,upper siang district,4850
Arunachal Pradesh,2021,4,kurung kumey district,1633
Arunachal Pradesh,2021,4,siang district,3675
Arunachal Pradesh,2021,4,kra daadi district,1593
Arunachal Pradesh,2021,4,changlang district,25155
Arunachal Pradesh,2021,4,pakke kessang district,835
Arunachal Pradesh,2021,4,east siang district,24208
Arunachal Pradesh,2021,4,upper subansiri district,8201
Arunachal Pradesh,2021,4,tawang district,14665
Arunachal Pradesh,2021,4,namsai district,13092
Arunachal Pradesh,2022,1,lower subansiri district,10854
Arunachal Pradesh,2022,1,tirap district,9972
Arunachal Pradesh,2022,1,papum pare district,111271
Arunachal Pradesh,2022,1,anjaw district,3560
Arunachal Pradesh,2022,1,lower siang district,4882
Arunachal Pradesh,2022,1,dibang valley district,656
Arunachal Pradesh,2022,1,west kameng district,27860
Arunachal Pradesh,2022,1,shi yomi district,540
Arunachal Pradesh,2022,1,east kameng district,5355
Arunachal Pradesh,2022,1,lohit district,19214
Arunachal Pradesh,2022,1,lepa rada district,4049
Arunachal Pradesh,2022,1,lower dibang valley district,11401
Arunachal Pradesh,2022,1,longding district,5700
Arunachal Pradesh,2022,1,west siang district,14420
Arunachal Pradesh,2022,1,kamle district,1144
Arunachal Pradesh,2022,1,upper siang district,5146
Arunachal Pradesh,2022,1,kurung kumey district,1744
Arunachal Pradesh,2022,1,siang district,3942
Arunachal Pradesh,2022,1,kra daadi district,1701
Arunachal Pradesh,2022,1,changlang district,26904
Arunachal Pradesh,2022,1,pakke kessang district,887
Arunachal Pradesh,2022,1,east siang district,25763
Arunachal Pradesh,2022,1,upper subansiri district,8731
Arunachal Pradesh,2022,1,tawang district,15589
Arunachal Pradesh,2022,1,namsai district,14054
Arunachal Pradesh,2022,2,lower subansiri district,11479
Arunachal Pradesh,2022,2,tirap district,10538
Arunachal Pradesh,2022,2,papum pare district,117568
Arunachal Pradesh,2022,2,anjaw district,3769
Arunachal Pradesh,2022,2,lower siang district,5161
Arunachal Pradesh,2022,2,dibang valley district,701
Arunachal Pradesh,2022,2,west kameng district,29424
Arunachal Pradesh,2022,2,shi yomi district,575
Arunachal Pradesh,2022,2,east kameng district,5680
Arunachal Pradesh,2022,2,lohit district,20325
Arunachal Pradesh,2022,2,lepa rada district,4265
Arunachal Pradesh,2022,2,lower dibang valley district,12040
Arunachal Pradesh,2022,2,longding district,6034
Arunachal Pradesh,2022,2,west siang district,15231
Arunachal Pradesh,2022,2,kamle district,1210
Arunachal Pradesh,2022,2,upper siang district,5440
Arunachal Pradesh,2022,2,kurung kumey district,1854
Arunachal Pradesh,2022,2,siang district,4160
Arunachal Pradesh,2022,2,kra daadi district,1797
Arunachal Pradesh,2022,2,changlang district,28495
Arunachal Pradesh,2022,2,pakke kessang district,945
Arunachal Pradesh,2022,2,east siang district,27240
Arunachal Pradesh,2022,2,upper subansiri district,9235
Arunachal Pradesh,2022,2,tawang district,16475
Arunachal Pradesh,2022,2,namsai district,14887
Arunachal Pradesh,2022,3,lower subansiri district,12085
Arunachal Pradesh,2022,3,tirap district,11115
Arunachal Pradesh,2022,3,papum pare district,124095
Arunachal Pradesh,2022,3,anjaw district,3966
Arunachal Pradesh,2022,3,lower siang district,5436
Arunachal Pradesh,2022,3,dibang valley district,740
Arunachal Pradesh,2022,3,west kameng district,30964
Arunachal Pradesh,2022,3,shi yomi district,598
Arunachal Pradesh,2022,3,east kameng district,5997
Arunachal Pradesh,2022,3,lohit district,21385
Arunachal Pradesh,2022,3,lepa rada district,4510
Arunachal Pradesh,2022,3,lower dibang valley district,12668
Arunachal Pradesh,2022,3,longding district,6321
Arunachal Pradesh,2022,3,west siang district,16063
Arunachal Pradesh,2022,3,kamle district,1262
Arunachal Pradesh,2022,3,upper siang district,5690
Arunachal Pradesh,2022,3,kurung kumey district,1936
Arunachal Pradesh,2022,3,siang district,4369
Arunachal Pradesh,2022,3,kra daadi district,1893
Arunachal Pradesh,2022,3,changlang district,29965
Arunachal Pradesh,2022,3,pakke kessang district,980
Arunachal Pradesh,2022,3,east siang district,28698
Arunachal Pradesh,2022,3,upper subansiri district,9713
Arunachal Pradesh,2022,3,tawang district,17281
Arunachal Pradesh,2022,3,namsai district,15642
Arunachal Pradesh,2022,4,lower subansiri district,12630
Arunachal Pradesh,2022,4,tirap district,11584
Arunachal Pradesh,2022,4,papum pare district,130306
Arunachal Pradesh,2022,4,anjaw district,4105
Arunachal Pradesh,2022,4,lower siang district,5633
Arunachal Pradesh,2022,4,dibang valley district,752
Arunachal Pradesh,2022,4,west kameng district,32237
Arunachal Pradesh,2022,4,shi yomi district,615
Arunachal Pradesh,2022,4,east kameng district,6307
Arunachal Pradesh,2022,4,lohit district,22359
Arunachal Pradesh,2022,4,lepa rada district,4730
Arunachal Pradesh,2022,4,lower dibang valley district,13188
Arunachal Pradesh,2022,4,longding district,6590
Arunachal Pradesh,2022,4,west siang district,16816
Arunachal Pradesh,2022,4,kamle district,1301
Arunachal Pradesh,2022,4,upper siang district,5930
Arunachal Pradesh,2022,4,kurung kumey district,2008
Arunachal Pradesh,2022,4,siang district,4500
Arunachal Pradesh,2022,4,kra daadi district,1960
Arunachal Pradesh,2022,4,changlang district,31196
Arunachal Pradesh,2022,4,pakke kessang district,1013
Arunachal Pradesh,2022,4,east siang district,30033
Arunachal Pradesh,2022,4,upper subansiri district,10189
Arunachal Pradesh,2022,4,tawang district,18003
Arunachal Pradesh,2022,4,namsai district,16322
Assam,2018,1,tinsukia district,15998
Assam,2018,1,lakhimpur district,8143
Assam,2018,1,kamrup district,15241
Assam,2018,1,kokrajhar district,6566
Assam,2018,1,karbi anglong district,5694
Assam,2018,1,sivasagar district,8292
Assam,2018,1,dibrugarh district,21182
Assam,2018,1,south salmara mancachar district,2420
Assam,2018,1,nagaon district,19619
Assam,2018,1,dhubri district,11421
Assam,2018,1,golaghat district,10102
Assam,2018,1,udalguri district,4768
Assam,2018,1,majuli district,1274
Assam,2018,1,sonitpur district,18986
Assam,2018,1,hojai district,7571
Assam,2018,1,marigaon district,7193
Assam,2018,1,chirang district,3487
Assam,2018,1,cachar district,19567
Assam,2018,1,nalbari district,6874
Assam,2018,1,west karbi anglong district,835
Assam,2018,1,dhemaji district,6623
Assam,2018,1,karimganj district,7367
Assam,2018,1,bongaigaon district,9724
Assam,2018,1,dima hasao district,2245
Assam,2018,1,baksa district,6082
Assam,2018,1,charaideo district,4366
Assam,2018,1,darrang district,8050
Assam,2018,1,kamrup metropolitan district,87336
Assam,2018,1,hailakandi district,5700
Assam,2018,1,barpeta district,20485
Assam,2018,1,goalpara district,10420
Assam,2018,1,biswanath district,5164
Assam,2018,1,jorhat district,16442
Assam,2018,2,tinsukia district,23900
Assam,2018,2,lakhimpur district,12719
Assam,2018,2,kamrup district,23595
Assam,2018,2,kokrajhar district,9480
Assam,2018,2,karbi anglong district,8725
Assam,2018,2,sivasagar district,12596
Assam,2018,2,dibrugarh district,30527
Assam,2018,2,south salmara mancachar district,3557
Assam,2018,2,nagaon district,29412
Assam,2018,2,dhubri district,16701
Assam,2018,2,golaghat district,15237
Assam,2018,2,udalguri district,7691
Assam,2018,2,majuli district,1927
Assam,2018,2,sonitpur district,28409
Assam,2018,2,hojai district,10903
Assam,2018,2,marigaon district,11217
Assam,2018,2,chirang district,5105
Assam,2018,2,cachar district,29381
Assam,2018,2,nalbari district,10898
Assam,2018,2,west karbi anglong district,1406
Assam,2018,2,dhemaji district,10157
Assam,2018,2,karimganj district,11732
Assam,2018,2,bongaigaon district,14065
Assam,2018,2,dima hasao district,3404
Assam,2018,2,baksa district,9739
Assam,2018,2,charaideo district,6693
Assam,2018,2,darrang district,11954
Assam,2018,2,kamrup metropolitan district,124720
Assam,2018,2,hailakandi district,8687
Assam,2018,2,barpeta district,29882
Assam,2018,2,goalpara district,14974
Assam,2018,2,biswanath district,7970
Assam,2018,2,jorhat district,23683
Assam,2018,3,tinsukia district,32870
Assam,2018,3,lakhimpur district,18337
Assam,2018,3,kamrup district,33197
Assam,2018,3,kokrajhar district,13164
Assam,2018,3,karbi anglong district,12282
Assam,2018,3,sivasagar district,17447
Assam,2018,3,dibrugarh district,40711
Assam,2018,3,south salmara mancachar district,4903
Assam,2018,3,nagaon district,40687
Assam,2018,3,dhubri district,22705
Assam,2018,3,golaghat district,21729
Assam,2018,3,udalguri district,11213
Assam,2018,3,majuli district,2739
Assam,2018,3,sonitpur district,38797
Assam,2018,3,hojai district,14769
Assam,2018,3,marigaon district,15934
Assam,2018,3,chirang district,7234
Assam,2018,3,cachar district,40888
Assam,2018,3,nalbari district,15082
Assam,2018,3,west karbi anglong district,2051
Assam,2018,3,dhemaji district,14771
Assam,2018,3,karimganj district,17088
